item_no,description,unit,rate,currency,raw_line,page,line,data_origin,is_real,source_artifact_id,annotation_origin,verification_status
30.3.1,400mm dia.(75 mm thick insulation),Meter,21473,INR,30.3.1 400mm dia.(75 mm thick insulation) Meter 21473 ,228,29,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.3.2,350 mm dia.(75 mm thick insulation),Meter,12391,INR,30.3.2 350 mm dia.(75 mm thick insulation) Meter 12391 ,228,30,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.3.3,300 mm dia.(75 mm thick insulation),Meter,11020,INR,30.3.3 300 mm dia.(75 mm thick insulation) Meter 11020 ,228,31,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.3.4,250mm dia.(75 mm thick insulation),Meter,9291,INR,30.3.4 250mm dia.(75 mm thick insulation) Meter 9291 ,228,32,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.3.5,200mm dia (75 mm thick insulation),Meter,7810,INR,30.3.5 200mm dia (75 mm thick insulation) Meter 7810 ,228,33,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.3.6,150mm dia. (75 mm thick insulation),Meter,5289,INR,30.3.6 150mm dia. (75 mm thick insulation) Meter 5289 ,228,34,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.3.7,125mm dia.(50mm thick insulation),Meter,4445,INR,30.3.7 125mm dia.(50mm thick insulation) Meter 4445 ,228,35,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.3.8,100mm dia.(50mm thick insulation),Meter,3819,INR,30.3.8 100mm dia.(50mm thick insulation) Meter 3819 ,228,36,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.3.9,80mm dia. (50mm thick insulation),Meter,3020,INR,30.3.9 80mm dia. (50mm thick insulation) Meter 3020 ,228,37,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.3.10,65mm dia.(50mm thick insulation),Meter,2566,INR,30.3.10 65mm dia.(50mm thick insulation) Meter 2566 ,228,38,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.3.11,50mm dia.((50mm thick insulation),Meter,2143,INR,30.3.11 50mm dia.((50mm thick insulation) Meter 2143 ,229,3,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.3.12,40mm dia. (50mm thick insulation),Meter,1845,INR,30.3.12 40mm dia. (50mm thick insulation) Meter 1845 ,229,4,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.3.13,32 mm dia (50mm thick insulation),Meter,1613,INR,30.3.13 32 mm dia (50mm thick insulation) Meter 1613 ,229,5,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.3.14,25 mm dia (50mm thick insulation),Meter,1469,INR,30.3.14 25 mm dia (50mm thick insulation) Meter 1469 ,229,6,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.1.1,200 mm dia,Each,16887,INR,30.7.1.1 200 mm dia Each 16887 ,230,19,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.1.2,150mm dia.,Each,9272,INR,30.7.1.2 150mm dia. Each 9272 ,230,20,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.1.3,125mm dia.,Each,8505,INR,30.7.1.3 125mm dia. Each 8505 ,230,21,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.1.4,100mm dia.,Each,7482,INR,30.7.1.4 100mm dia. Each 7482 ,230,22,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.1.5,80mm dia.,Each,5419,INR,30.7.1.5 80mm dia. Each 5419 ,230,23,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.1.6,65mm dia.,Each,5086,INR,30.7.1.6 65mm dia. Each 5086 ,230,24,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.1.7,50mm dia.,Each,4627,INR,30.7.1.7 50mm dia. Each 4627 ,230,25,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.1.8,40mm dia.,Each,3906,INR,30.7.1.8 40mm dia. Each 3906 ,230,26,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.2.1,200 mm dia,Each,73203,INR,30.7.2.1 200 mm dia Each 73203 ,230,32,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.2.2,150mm dia.,Each,36463,INR,30.7.2.2 150mm dia. Each 36463 ,230,33,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.2.3,125mm dia.,Each,28132,INR,30.7.2.3 125mm dia. Each 28132 ,230,34,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.2.4,100mm dia.,Each,21241,INR,30.7.2.4 100mm dia. Each 21241 ,230,35,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.2.5,80mm dia.,Each,14722,INR,30.7.2.5 80mm dia. Each 14722 ,230,36,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.2.6,65 mm dia,Each,13214,INR,30.7.2.6 65 mm dia Each 13214 ,230,37,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.2.7,50mm dia.,Each,11524,INR,30.7.2.7 50mm dia. Each 11524 ,231,3,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.2.8,40 mm dia,Each,8200,INR,30.7.2.8 40 mm dia Each 8200 ,231,4,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.3.1,200 mm dia,Each,15686,INR,30.7.3.1 200 mm dia Each 15686 ,231,10,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.3.2,150mm dia.,Each,10155,INR,30.7.3.2 150mm dia. Each 10155 ,231,11,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.3.3,125mm dia.,Each,8732,INR,30.7.3.3 125mm dia. Each 8732 ,231,12,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.3.4,100 mm dia,Each,6945,INR,30.7.3.4 100 mm dia Each 6945 ,231,13,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.3.5,80mm dia.,Each,4821,INR,30.7.3.5 80mm dia. Each 4821 ,231,14,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.3.6,65 mm dia,Each,4307,INR,30.7.3.6 65 mm dia Each 4307 ,231,15,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.4.1,200mm dia,Each,52447,INR,30.7.4.1 200mm dia Each 52447 ,231,20,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.4.2,150mm dia.,Each,29286,INR,30.7.4.2 150mm dia. Each 29286 ,231,21,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.4.3,125mm dia.,Each,23397,INR,30.7.4.3 125mm dia. Each 23397 ,231,22,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.4.4,100 mm dia,Each,15834,INR,30.7.4.4 100 mm dia Each 15834 ,231,23,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.4.5,80 mm dia,Each,10666,INR,30.7.4.5 80 mm dia Each 10666 ,231,24,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.4.6,65mm dia.,Each,8661,INR,30.7.4.6 65mm dia. Each 8661 ,231,25,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.4.7,50mm dia.,Each,6461,INR,30.7.4.7 50mm dia. Each 6461 ,231,26,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.7.4.8,40mm dia.,Each,4837,INR,30.7.4.8 40mm dia. Each 4837 ,231,27,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.10.1,300mm dia.,Meter,8445,INR,30.10.1 300mm dia. Meter 8445 ,232,19,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.10.2,250 mm dia,Meter,7124,INR,30.10.2 250 mm dia Meter 7124 ,232,20,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.10.3,200mm dia.,Meter,5962,INR,30.10.3 200mm dia. Meter 5962 ,232,21,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.10.4,150mm dia.,Meter,4045,INR,30.10.4 150mm dia. Meter 4045 ,232,22,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.10.5,125mm dia.,Meter,3506,INR,30.10.5 125mm dia. Meter 3506 ,232,23,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.10.6,100mm dia.,Meter,2973,INR,30.10.6 100mm dia. Meter 2973 ,232,24,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.1.1,200mm dia.,Each,15064,INR,30.11.1.1 200mm dia. Each 15064 ,232,33,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.1.2,150mm dia.,Each,7648,INR,30.11.1.2 150mm dia. Each 7648 ,232,34,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.1.3,125mm dia.,Each,6976,INR,30.11.1.3 125mm dia. Each 6976 ,232,35,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.1.4,100mm dia.,Each,5962,INR,30.11.1.4 100mm dia. Each 5962 ,232,36,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.1.5,80mm dia.,Each,4438,INR,30.11.1.5 80mm dia. Each 4438 ,232,37,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.1.6,65mm dia.,Each,4210,INR,30.11.1.6 65mm dia. Each 4210 ,232,38,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.1.7,50mm dia.,Each,3708,INR,30.11.1.7 50mm dia. Each 3708 ,233,3,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.1.8,40mm dia.,Each,3113,INR,30.11.1.8 40mm dia. Each 3113 ,233,4,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.2.1,200mm dia.,Each,13833,INR,30.11.2.1 200mm dia. Each 13833 ,233,9,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.2.2,150mm dia.,Each,8546,INR,30.11.2.2 150mm dia. Each 8546 ,233,10,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.2.3,125mm dia.,Each,7334,INR,30.11.2.3 125mm dia. Each 7334 ,233,11,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.2.4,100mm dia.,Each,5631,INR,30.11.2.4 100mm dia. Each 5631 ,233,12,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.2.5,80mm dia.,Each,3837,INR,30.11.2.5 80mm dia. Each 3837 ,233,13,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.2.6,65mm dia.,Each,3384,INR,30.11.2.6 65mm dia. Each 3384 ,233,14,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.3.1,350mm dia.,Each,117120,INR,30.11.3.1 350mm dia. Each 117120 ,233,22,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.3.2,300mm dia.,Each,104953,INR,30.11.3.2 300mm dia. Each 104953 ,233,23,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.3.3,250mm dia.,Each,75561,INR,30.11.3.3 250mm dia. Each 75561 ,233,24,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.3.4,200mm dia.,Each,57795,INR,30.11.3.4 200mm dia. Each 57795 ,233,25,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.3.5,150mm dia.,Each,44806,INR,30.11.3.5 150mm dia. Each 44806 ,233,26,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.3.6,125mm dia.,Each,44420,INR,30.11.3.6 125mm dia. Each 44420 ,233,27,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.3.7,100mm dia.,Each,43595,INR,30.11.3.7 100mm dia. Each 43595 ,233,28,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.3.8,80mm dia.,Each,18641,INR,30.11.3.8 80mm dia. Each 18641 ,233,29,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.3.9,65mm dia.,Each,18460,INR,30.11.3.9 65mm dia. Each 18460 ,233,30,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.4.1,150mm dia.,Each,168917,INR,30.11.4.1 150mm dia. Each 168917 ,234,13,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.4.2,125mm dia.,Each,153790,INR,30.11.4.2 125mm dia. Each 153790 ,234,14,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.4.3,100mm dia.,Each,121015,INR,30.11.4.3 100mm dia. Each 121015 ,234,15,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.4.4,80mm dia.,Each,71582,INR,30.11.4.4 80mm dia. Each 71582 ,234,16,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.4.5,65mm dia.,Each,56243,INR,30.11.4.5 65mm dia. Each 56243 ,234,17,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.4.6,50mm dia.,Each,36431,INR,30.11.4.6 50mm dia. Each 36431 ,234,18,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.4.7,40mm dia.,Each,33234,INR,30.11.4.7 40mm dia. Each 33234 ,234,19,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.4.8,32mm dia.,Each,17895,INR,30.11.4.8 32mm dia. Each 17895 ,234,20,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.11.4.9,25mm dia.,Each,16832,INR,30.11.4.9 25mm dia. Each 16832 ,234,21,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.12.1.1,Thickness 0.63 mm sheet,sq. m,1191,INR,30.12.1.1 Thickness 0.63 mm sheet sq. m 1191 ,234,35,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.12.1.2,Thickness 0.80 mm sheet,sq. m,1382,INR,30.12.1.2 Thickness 0.80 mm sheet sq. m 1382 ,234,36,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.12.1.3,Thickness 1.00 mm sheet,sq. m,1488,INR,30.12.1.3 Thickness 1.00 mm sheet sq. m 1488 ,234,37,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.12.1.4,Thickness 1.25 mm sheet,sq. m,2013,INR,30.12.1.4 Thickness 1.25 mm sheet sq. m 2013 ,235,3,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.12.2.1,Thickness 0.63 mm sheet,sq. m,1213,INR,30.12.2.1 Thickness 0.63 mm sheet sq. m 1213 ,235,13,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.12.2.2,Thickness 0.80 mm sheet,sq. m,1387,INR,30.12.2.2 Thickness 0.80 mm sheet sq. m 1387 ,235,14,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.12.2.3,Thickness 1.00 mm sheet,sq. m,1851,INR,30.12.2.3 Thickness 1.00 mm sheet sq. m 1851 ,235,15,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.12.2.4,Thickness 1.25 mm sheet,sq. m,2014,INR,30.12.2.4 Thickness 1.25 mm sheet sq. m 2014 ,235,16,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.14.1,Damper,sq. m,9788,INR,30.14.1 Damper sq. m 9788 ,235,39,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.14.2,Actuator,Each,9798,INR,30.14.2 Actuator Each 9798 ,235,40,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.19.1,200 mm dia.,Meter,633,INR,30.19.1 200 mm dia.  Meter 633 ,236,35,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.20.1,Fire damper,sq. m,11355,INR,30.20.1 Fire damper sq. m 11355 ,236,47,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.20.2,Actuator,Each,10627,INR,30.20.2 Actuator Each 10627 ,236,48,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.23.1,19mm,sq.m,810,INR,30.23.1 19mm sq.m 810 ,237,28,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.23.2,25mm,sq.m,1033,INR,30.23.2 25mm sq.m 1033 ,237,29,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.26.1,4300 CMH,Set,110362,INR,30.26.1 4300 CMH Set 110362 ,238,17,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.26.2,5100 CMH,Set,129837,INR,30.26.2 5100 CMH Set 129837 ,238,18,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.26.3,6800 CMH,Set,145902,INR,30.26.3 6800 CMH Set 145902 ,238,19,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.26.4,8500 CMH,Set,180747,INR,30.26.4 8500 CMH Set 180747 ,238,20,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.26.5,10200 CMH,Set,208449,INR,30.26.5 10200 CMH Set 208449 ,238,21,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.26.6,11900 CMH,Set,236902,INR,30.26.6 11900 CMH Set 236902 ,238,22,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.26.7,13600 CMH,Set,254450,INR,30.26.7 13600 CMH Set 254450 ,238,23,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.26.8,15300 CMH,Set,288419,INR,30.26.8 15300 CMH Set 288419 ,238,24,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.26.9,17000 CMH,Set,305215,INR,30.26.9 17000 CMH Set 305215 ,238,25,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.26.10,18700 CMH,Set,337303,INR,30.26.10 18700 CMH Set 337303 ,238,26,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.26.11,20400 CMH,Set,362372,INR,30.26.11 20400 CMH Set 362372 ,238,27,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.26.12,23800 CMH,Set,397358,INR,30.26.12 23800 CMH  Set  397358 ,238,28,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
30.26.13,28900 CMH,Set,419639,INR,30.26.13  28900 CMH  Set  419639 ,238,29,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
